ANSC-108,SPRING 2015,POE A,9,3,0,0,0,3.750,0,0,0,0,0,
ANSC-108,SPRING 2015,SKAGGS C,20,4,0,0,0,3.833,0,0,0,0,0,
ANSC-108,SPRING 2015,SKAGGS C,12,2,0,0,0,3.857,0,0,0,0,0,
ANSC-108,SPRING 2015,SKAGGS C,15,3,1,0,0,3.737,0,0,0,1,0,
ANSC-108,SPRING 2015,SKAGGS C,16,5,0,0,0,3.762,0,0,0,0,0,
ANSC-201,SPRING 2015,COVERDALE J,90,41,14,3,0,3.473,0,0,0,1,0,
ANSC-210,SPRING 2015,ING N,47,52,12,4,0,3.235,0,0,0,1,0,
ANSC-242,SPRING 2015,WELSH T,17,20,1,0,0,3.421,1,0,0,0,0,
ANSC-289,SPRING 2015,POE A,22,0,0,0,0,4.000,0,0,0,0,0,
ANSC-289,SPRING 2015,MORRISON A,27,5,1,0,0,3.788,0,0,0,0,0,
ANSC-289,SPRING 2015,DUNLAP K,11,0,0,0,0,4.000,0,0,0,0,0,
ANSC-289,SPRING 2015,COVERDALE J,6,3,0,0,0,3.667,0,0,0,0,0,
ANSC-289,SPRING 2015,COVERDALE J,4,3,0,0,0,3.571,0,0,0,0,0,
ANSC-289,SPRING 2015,COVERDALE J,6,2,0,0,0,3.750,0,0,0,0,0,
ANSC-291,SPRING 2015,SIGLER D,13,0,0,0,0,4.000,0,0,0,0,0,
ANSC-291,SPRING 2015,ING N,7,0,0,0,0,4.000,0,0,0,0,0,
ANSC-291,SPRING 2015,VOGELSANG M,5,0,0,0,0,4.000,0,0,0,0,0,
ANSC-303,SPRING 2015,COVERDALE J,74,86,55,16,3,2.906,0,0,0,13,0,
ANSC-305,SPRING 2015,SANDERS J,5,12,5,1,0,2.913,0,0,0,0,0,
ANSC-305,SPRING 2015,SANDERS J,9,4,7,2,1,2.783,0,0,0,0,0,
ANSC-305,SPRING 2015,SANDERS J,10,9,0,1,1,3.238,0,0,0,0,0,
ANSC-305,SPRING 2015,SANDERS J,12,7,6,1,0,3.154,0,0,0,0,0,
ANSC-305,SPRING 2015,SANDERS J,13,5,3,1,0,3.364,1,0,0,1,0,
ANSC-307,SPRING 2015,SAVELL J,8,1,0,0,0,3.889,0,0,0,1,0,
ANSC-307,SPRING 2015,SAVELL J,8,0,0,0,0,4.000,0,0,0,0,0,
ANSC-307,SPRING 2015,SAVELL J,9,1,0,0,0,3.900,0,0,0,0,0,
ANSC-307,SPRING 2015,SAVELL J,11,6,3,1,0,3.286,0,0,0,0,0,
ANSC-307,SPRING 2015,SAVELL J,8,11,0,0,0,3.421,1,0,0,0,0,
ANSC-307,SPRING 2015,SAVELL J,9,6,4,0,0,3.263,0,0,0,0,0,
ANSC-307,SPRING 2015,SAVELL J,10,6,2,0,0,3.444,0,0,0,0,0,
ANSC-307,SPRING 2015,SAVELL J,8,2,1,0,0,3.636,0,0,0,0,0,
ANSC-307,SPRING 2015,SAVELL J,7,7,1,0,0,3.400,0,0,0,0,0,
ANSC-307,SPRING 2015,SAVELL J,3,6,4,0,0,2.923,0,0,0,0,0,
ANSC-307,SPRING 2015,SAVELL J,7,7,0,1,0,3.333,0,0,0,0,0,
ANSC-310,SPRING 2015,FRIEND T,3,8,0,1,0,3.083,0,0,0,1,0,
